id,filename,f1,f1p,f2,f2p,f3,f3p,f4,f4p,f5,f5p,f6,f6p,f1px,f1py,f2px,f2py,f3px,f3py,f4px,f4py,f5px,f5py,f6px,f6py
122,122_Cam.000__5_7_2_1_1_3.jpg,Flch0_azul,5,Flch6_morada,7,Flch1_verde,2,Flch2_naranja,1,Flch3_amarilla,1,Flch4_roja,3,218,343,301,199,357,177,334,366,369,184,147,318
123,123_Cam.002__2_8_3_6_2_2.jpg,Flch0_azul,2,Flch6_morada,8,Flch1_verde,3,Flch2_naranja,6,Flch3_amarilla,2,Flch4_roja,2,379,292,268,234,328,139,270,304,296,365,91,333
124,124_Cam.001__7_4_1_2_7_5.jpg,Flch0_azul,7,Flch6_morada,4,Flch1_verde,1,Flch2_naranja,2,Flch3_amarilla,7,Flch4_roja,5,151,213,153,314,86,214,227,377,186,266,219,324
125,125_Cam.000__6_8_3_5_4_1.jpg,Flch0_azul,6,Flch6_morada,8,Flch1_verde,3,Flch2_naranja,5,Flch3_amarilla,4,Flch4_roja,1,166,179,254,158,282,382,211,93,257,90,51,263
126,126_Cam.002__4_2_1_4_2_1.jpg,Flch0_azul,4,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,4,Flch3_amarilla,2,Flch4_roja,1,97,258,40,261,321,94,135,157,70,315,399,134
127,127_Cam.003__6_4_3_4_4_1.jpg,Flch0_azul,6,Flch6_morada,4,Flch1_verde,3,Flch2_naranja,4,Flch3_amarilla,4,Flch4_roja,1,130,200,265,91,361,289,353,146,74,245,429,173
128,128_Cam.002__6_6_3_5_2_10.jpg,Flch0_azul,6,Flch6_morada,6,Flch1_verde,3,Flch2_naranja,5,Flch3_amarilla,2,Flch4_roja,10,174,171,307,236,144,339,253,328,58,258,228,243
129,129_Cam.000__4_7_5_2_6_3.jpg,Flch0_azul,4,Flch6_morada,7,Flch1_verde,5,Flch2_naranja,2,Flch3_amarilla,6,Flch4_roja,3,218,346,193,169,160,179,104,111,170,243,351,213
130,130_Cam.000__6_4_3_7_4_3.jpg,Flch0_azul,6,Flch6_morada,4,Flch1_verde,3,Flch2_naranja,7,Flch3_amarilla,4,Flch4_roja,3,255,117,166,102,246,390,280,157,306,343,340,291
131,131_Cam.000__6_6_1_2_7_1.jpg,Flch0_azul,6,Flch6_morada,6,Flch1_verde,1,Flch2_naranja,2,Flch3_amarilla,7,Flch4_roja,1,168,175,312,230,381,257,129,333,197,265,139,409
132,132_Cam.000__1_3_6_5_1_8.jpg,Flch0_azul,1,Flch6_morada,3,Flch1_verde,6,Flch2_naranja,5,Flch3_amarilla,1,Flch4_roja,8,343,367,160,359,247,325,184,107,298,53,211,196
133,133_Cam.000__3_7_3_2_1_8.jpg,Flch0_azul,3,Flch6_morada,7,Flch1_verde,3,Flch2_naranja,2,Flch3_amarilla,1,Flch4_roja,8,355,189,212,168,350,270,94,108,107,54,259,174
134,134_Cam.003__8_1_5_2_5_5.jpg,Flch0_azul,8,Flch6_morada,1,Flch1_verde,5,Flch2_naranja,2,Flch3_amarilla,5,Flch4_roja,5,171,202,421,146,178,320,351,82,301,139,192,93
135,135_Cam.002__9_4_3_7_9_5.jpg,Flch0_azul,9,Flch6_morada,4,Flch1_verde,3,Flch2_naranja,7,Flch3_amarilla,9,Flch4_roja,5,242,247,111,164,324,139,301,266,200,253,277,326
136,136_Cam.002__3_1_1_7_6_4.jpg,Flch0_azul,3,Flch6_morada,1,Flch1_verde,1,Flch2_naranja,7,Flch3_amarilla,6,Flch4_roja,4,193,359,342,348,17,207,239,301,310,206,248,123
137,137_Cam.003__2_5_1_6_1_2.jpg,Flch0_azul,2,Flch6_morada,5,Flch1_verde,1,Flch2_naranja,6,Flch3_amarilla,1,Flch4_roja,2,365,332,169,102,274,14,260,306,78,65,405,145
138,138_Cam.003__5_3_3_1_6_1.jpg,Flch0_azul,5,Flch6_morada,3,Flch1_verde,3,Flch2_naranja,1,Flch3_amarilla,6,Flch4_roja,1,353,229,154,380,381,176,60,101,270,140,430,222
139,139_Cam.002__2_5_6_4_3_5.jpg,Flch0_azul,2,Flch6_morada,5,Flch1_verde,6,Flch2_naranja,4,Flch3_amarilla,3,Flch4_roja,5,375,152,180,161,246,319,219,133,215,358,228,331
140,140_Cam.003__1_2_1_2_3_7.jpg,Flch0_azul,1,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,2,Flch3_amarilla,3,Flch4_roja,7,291,430,357,336,272,419,27,212,132,350,264,159
141,141_Cam.001__1_6_4_6_8_1.jpg,Flch0_azul,1,Flch6_morada,6,Flch1_verde,4,Flch2_naranja,6,Flch3_amarilla,8,Flch4_roja,1,91,276,257,271,149,130,172,151,243,224,154,71
142,142_Cam.000__3_3_3_8_5_3.jpg,Flch0_azul,3,Flch6_morada,3,Flch1_verde,3,Flch2_naranja,8,Flch3_amarilla,5,Flch4_roja,3,238,68,336,315,187,62,285,228,261,108,282,377
143,143_Cam.003__3_3_2_3_2_1.jpg,Flch0_azul,3,Flch6_morada,3,Flch1_verde,2,Flch2_naranja,3,Flch3_amarilla,2,Flch4_roja,1,167,58,143,369,346,354,83,321,403,258,61,98
144,144_Cam.002__6_3_2_6_3_4.jpg,Flch0_azul,6,Flch6_morada,3,Flch1_verde,2,Flch2_naranja,6,Flch3_amarilla,3,Flch4_roja,4,123,224,243,359,402,260,139,268,175,359,172,135
145,145_Cam.000__5_7_1_1_3_9.jpg,Flch0_azul,5,Flch6_morada,7,Flch1_verde,1,Flch2_naranja,1,Flch3_amarilla,3,Flch4_roja,9,221,97,244,288,300,55,357,127,313,102,264,196
146,146_Cam.003__2_2_5_2_3_3.jpg,Flch0_azul,2,Flch6_morada,2,Flch1_verde,5,Flch2_naranja,2,Flch3_amarilla,3,Flch4_roja,3,289,389,131,49,331,235,134,55,75,289,154,378
147,147_Cam.003__5_2_1_3_7_5.jpg,Flch0_azul,5,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,3,Flch3_amarilla,7,Flch4_roja,5,99,198,354,93,360,366,257,386,223,296,274,322
148,148_Cam.003__3_6_1_4_3_1.jpg,Flch0_azul,3,Flch6_morada,6,Flch1_verde,1,Flch2_naranja,4,Flch3_amarilla,3,Flch4_roja,1,395,211,121,208,334,51,131,119,88,316,428,201
149,149_Cam.003__4_4_8_2_1_1.jpg,Flch0_azul,4,Flch6_morada,4,Flch1_verde,8,Flch2_naranja,2,Flch3_amarilla,1,Flch4_roja,1,366,262,111,113,208,162,401,156,317,415,434,268
150,150_Cam.002__1_3_4_3_4_4.jpg,Flch0_azul,1,Flch6_morada,3,Flch1_verde,4,Flch2_naranja,3,Flch3_amarilla,4,Flch4_roja,4,417,243,368,245,282,137,381,258,108,170,162,333
151,151_Cam.001__4_2_3_1_4_3.jpg,Flch0_azul,4,Flch6_morada,2,Flch1_verde,3,Flch2_naranja,1,Flch3_amarilla,4,Flch4_roja,3,120,222,214,47,120,169,95,152,123,227,133,320
152,152_Cam.000__6_2_7_1_5_2.jpg,Flch0_azul,6,Flch6_morada,2,Flch1_verde,7,Flch2_naranja,1,Flch3_amarilla,5,Flch4_roja,2,186,251,285,64,200,269,146,387,156,224,176,51
153,153_Cam.000__2_4_9_8_5_4.jpg,Flch0_azul,2,Flch6_morada,4,Flch1_verde,9,Flch2_naranja,8,Flch3_amarilla,5,Flch4_roja,4,89,240,331,156,251,251,224,256,164,143,230,69
154,154_Cam.002__3_3_1_8_1_5.jpg,Flch0_azul,3,Flch6_morada,3,Flch1_verde,1,Flch2_naranja,8,Flch3_amarilla,1,Flch4_roja,5,264,122,359,301,322,358,210,201,114,362,106,262
155,155_Cam.000__6_2_5_3_5_2.jpg,Flch0_azul,6,Flch6_morada,2,Flch1_verde,5,Flch2_naranja,3,Flch3_amarilla,5,Flch4_roja,2,296,152,364,214,194,317,317,336,303,145,353,299
156,156_Cam.002__8_1_3_4_1_4.jpg,Flch0_azul,8,Flch6_morada,1,Flch1_verde,3,Flch2_naranja,4,Flch3_amarilla,1,Flch4_roja,4,169,275,144,371,342,318,95,191,410,282,108,194
157,157_Cam.001__1_6_8_8_1_4.jpg,Flch0_azul,1,Flch6_morada,6,Flch1_verde,8,Flch2_naranja,8,Flch3_amarilla,1,Flch4_roja,4,109,125,221,125,236,235,181,185,143,76,196,88
158,158_Cam.002__7_9_4_4_9_5.jpg,Flch0_azul,7,Flch6_morada,9,Flch1_verde,4,Flch2_naranja,4,Flch3_amarilla,9,Flch4_roja,5,230,306,263,253,265,344,138,331,224,278,250,331
159,159_Cam.001__4_2_1_5_6_1.jpg,Flch0_azul,4,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,5,Flch3_amarilla,6,Flch4_roja,1,294,275,348,169,187,44,255,280,228,128,91,211
160,160_Cam.000__2_6_2_1_2_1.jpg,Flch0_azul,2,Flch6_morada,6,Flch1_verde,2,Flch2_naranja,1,Flch3_amarilla,2,Flch4_roja,1,122,76,281,138,186,393,91,84,355,171,89,82
161,161_Cam.002__3_6_7_2_4_3.jpg,Flch0_azul,3,Flch6_morada,6,Flch1_verde,7,Flch2_naranja,2,Flch3_amarilla,4,Flch4_roja,3,262,114,178,303,291,240,392,188,270,128,366,197
162,162_Cam.000__2_7_2_1_4_2.jpg,Flch0_azul,2,Flch6_morada,7,Flch1_verde,2,Flch2_naranja,1,Flch3_amarilla,4,Flch4_roja,2,88,286,296,205,322,102,344,113,147,300,196,397
163,163_Cam.001__5_6_6_5_6_2.jpg,Flch0_azul,5,Flch6_morada,6,Flch1_verde,6,Flch2_naranja,5,Flch3_amarilla,6,Flch4_roja,2,220,308,181,294,259,269,211,110,228,126,130,334
164,164_Cam.000__5_4_4_3_6_8.jpg,Flch0_azul,5,Flch6_morada,4,Flch1_verde,4,Flch2_naranja,3,Flch3_amarilla,6,Flch4_roja,8,208,112,283,349,314,135,270,67,280,150,210,254
165,165_Cam.001__1_2_2_2_2_8.jpg,Flch0_azul,1,Flch6_morada,2,Flch1_verde,2,Flch2_naranja,2,Flch3_amarilla,2,Flch4_roja,8,199,32,334,121,227,59,193,372,181,60,172,208
166,166_Cam.003__3_4_2_4_1_1.jpg,Flch0_azul,3,Flch6_morada,4,Flch1_verde,2,Flch2_naranja,4,Flch3_amarilla,1,Flch4_roja,1,250,382,220,372,383,128,108,320,424,144,97,62
167,167_Cam.003__1_5_4_2_4_6.jpg,Flch0_azul,1,Flch6_morada,5,Flch1_verde,4,Flch2_naranja,2,Flch3_amarilla,4,Flch4_roja,6,193,24,348,200,342,123,142,48,191,362,301,283
168,168_Cam.001__6_10_1_2_3_3.jpg,Flch0_azul,6,Flch6_morada,10,Flch1_verde,1,Flch2_naranja,2,Flch3_amarilla,3,Flch4_roja,3,231,294,206,218,231,385,322,319,161,87,122,158
169,169_Cam.002__5_3_3_3_5_2.jpg,Flch0_azul,5,Flch6_morada,3,Flch1_verde,3,Flch2_naranja,3,Flch3_amarilla,5,Flch4_roja,2,113,258,181,110,234,107,76,246,273,322,59,165
170,170_Cam.000__5_5_2_7_1_2.jpg,Flch0_azul,5,Flch6_morada,5,Flch1_verde,2,Flch2_naranja,7,Flch3_amarilla,1,Flch4_roja,2,334,242,280,339,151,382,201,158,311,403,163,392
171,171_Cam.001__2_9_1_4_4_2.jpg,Flch0_azul,2,Flch6_morada,9,Flch1_verde,1,Flch2_naranja,4,Flch3_amarilla,4,Flch4_roja,2,97,246,189,181,164,64,249,88,133,272,144,92
172,172_Cam.000__2_1_7_10_8_6.jpg,Flch0_azul,2,Flch6_morada,1,Flch1_verde,7,Flch2_naranja,10,Flch3_amarilla,8,Flch4_roja,6,133,366,251,24,200,269,251,213,238,271,302,297
173,173_Cam.003__1_9_2_1_1_1.jpg,Flch0_azul,1,Flch6_morada,9,Flch1_verde,2,Flch2_naranja,1,Flch3_amarilla,1,Flch4_roja,1,218,428,198,235,47,152,368,85,155,420,7,259
174,174_Cam.001__3_2_4_4_2_1.jpg,Flch0_azul,3,Flch6_morada,2,Flch1_verde,4,Flch2_naranja,4,Flch3_amarilla,2,Flch4_roja,1,171,351,260,365,296,139,179,106,302,330,123,110
175,175_Cam.002__2_5_6_4_4_3.jpg,Flch0_azul,2,Flch6_morada,5,Flch1_verde,6,Flch2_naranja,4,Flch3_amarilla,4,Flch4_roja,3,200,91,304,173,137,200,113,173,82,240,130,342
176,176_Cam.002__7_3_1_6_6_8.jpg,Flch0_azul,7,Flch6_morada,3,Flch1_verde,1,Flch2_naranja,6,Flch3_amarilla,6,Flch4_roja,8,153,238,318,144,145,69,261,185,224,160,207,282
177,177_Cam.001__4_6_10_1_9_5.jpg,Flch0_azul,4,Flch6_morada,6,Flch1_verde,10,Flch2_naranja,1,Flch3_amarilla,9,Flch4_roja,5,148,299,203,288,207,198,314,64,222,220,182,309
178,178_Cam.001__2_4_2_1_4_2.jpg,Flch0_azul,2,Flch6_morada,4,Flch1_verde,2,Flch2_naranja,1,Flch3_amarilla,4,Flch4_roja,2,157,85,206,328,123,123,107,137,306,164,148,354
179,179_Cam.000__6_1_6_9_5_1.jpg,Flch0_azul,6,Flch6_morada,1,Flch1_verde,6,Flch2_naranja,9,Flch3_amarilla,5,Flch4_roja,1,276,144,236,427,312,177,265,239,165,164,379,211
180,180_Cam.003__3_2_2_4_1_2.jpg,Flch0_azul,3,Flch6_morada,2,Flch1_verde,2,Flch2_naranja,4,Flch3_amarilla,1,Flch4_roja,2,271,68,227,40,38,292,275,87,28,305,231,409
181,181_Cam.002__7_4_4_3_1_3.jpg,Flch0_azul,7,Flch6_morada,4,Flch1_verde,4,Flch2_naranja,3,Flch3_amarilla,1,Flch4_roja,3,288,283,188,340,342,203,235,102,31,245,159,116
182,182_Cam.003__1_3_3_2_9_6.jpg,Flch0_azul,1,Flch6_morada,3,Flch1_verde,3,Flch2_naranja,2,Flch3_amarilla,9,Flch4_roja,6,412,321,105,117,364,286,165,408,197,235,305,181
183,183_Cam.003__1_1_1_5_2_1.jpg,Flch0_azul,1,Flch6_morada,1,Flch1_verde,1,Flch2_naranja,5,Flch3_amarilla,2,Flch4_roja,1,428,148,360,64,70,361,336,166,94,95,377,363
184,184_Cam.003__9_5_1_7_3_3.jpg,Flch0_azul,9,Flch6_morada,5,Flch1_verde,1,Flch2_naranja,7,Flch3_amarilla,3,Flch4_roja,3,243,205,337,161,157,421,293,175,307,365,217,386
185,185_Cam.003__3_2_1_2_1_3.jpg,Flch0_azul,3,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,2,Flch3_amarilla,1,Flch4_roja,3,87,125,34,170,438,220,394,125,27,125,335,94
186,186_Cam.001__3_1_5_4_3_2.jpg,Flch0_azul,3,Flch6_morada,1,Flch1_verde,5,Flch2_naranja,4,Flch3_amarilla,3,Flch4_roja,2,302,127,140,72,256,306,307,198,329,193,96,246
187,187_Cam.003__2_3_7_1_3_2.jpg,Flch0_azul,2,Flch6_morada,3,Flch1_verde,7,Flch2_naranja,1,Flch3_amarilla,3,Flch4_roja,2,51,272,59,210,142,221,302,404,230,52,34,215
188,188_Cam.002__3_8_6_6_1_1.jpg,Flch0_azul,3,Flch6_morada,8,Flch1_verde,6,Flch2_naranja,6,Flch3_amarilla,1,Flch4_roja,1,81,166,201,204,190,321,206,166,48,312,150,379
189,189_Cam.000__6_1_3_3_6_5.jpg,Flch0_azul,6,Flch6_morada,1,Flch1_verde,3,Flch2_naranja,3,Flch3_amarilla,6,Flch4_roja,5,170,240,279,408,173,354,194,56,189,137,320,283
190,190_Cam.000__1_2_4_7_4_1.jpg,Flch0_azul,1,Flch6_morada,2,Flch1_verde,4,Flch2_naranja,7,Flch3_amarilla,4,Flch4_roja,1,112,63,161,50,234,371,278,154,299,336,353,135
191,191_Cam.000__4_2_3_5_4_7.jpg,Flch0_azul,4,Flch6_morada,2,Flch1_verde,3,Flch2_naranja,5,Flch3_amarilla,4,Flch4_roja,7,226,76,329,110,197,363,302,318,331,308,183,196
192,192_Cam.003__1_5_2_4_6_2.jpg,Flch0_azul,1,Flch6_morada,5,Flch1_verde,2,Flch2_naranja,4,Flch3_amarilla,6,Flch4_roja,2,417,163,169,328,310,45,309,330,319,266,380,301
193,193_Cam.001__7_6_6_6_7_5.jpg,Flch0_azul,7,Flch6_morada,6,Flch1_verde,6,Flch2_naranja,6,Flch3_amarilla,7,Flch4_roja,5,256,176,255,269,190,300,228,280,169,254,203,110
194,194_Cam.003__10_3_1_4_9_1.jpg,Flch0_azul,10,Flch6_morada,3,Flch1_verde,1,Flch2_naranja,4,Flch3_amarilla,9,Flch4_roja,1,214,223,339,100,25,179,122,115,201,232,142,36
195,195_Cam.000__5_3_1_6_5_6.jpg,Flch0_azul,5,Flch6_morada,3,Flch1_verde,1,Flch2_naranja,6,Flch3_amarilla,5,Flch4_roja,6,171,298,207,59,119,51,211,129,162,254,283,316
196,196_Cam.001__3_1_3_3_5_7.jpg,Flch0_azul,3,Flch6_morada,1,Flch1_verde,3,Flch2_naranja,3,Flch3_amarilla,5,Flch4_roja,7,272,333,330,85,228,347,211,81,127,227,255,185
197,197_Cam.001__2_1_7_1_3_3.jpg,Flch0_azul,2,Flch6_morada,1,Flch1_verde,7,Flch2_naranja,1,Flch3_amarilla,3,Flch4_roja,3,334,273,125,104,170,169,336,305,315,187,305,115
198,198_Cam.003__2_8_8_1_2_4.jpg,Flch0_azul,2,Flch6_morada,8,Flch1_verde,8,Flch2_naranja,1,Flch3_amarilla,2,Flch4_roja,4,377,305,244,175,280,231,58,357,402,186,335,301
199,199_Cam.003__3_2_3_1_3_4.jpg,Flch0_azul,3,Flch6_morada,2,Flch1_verde,3,Flch2_naranja,1,Flch3_amarilla,3,Flch4_roja,4,165,385,54,314,55,206,346,46,284,60,314,335
200,200_Cam.000__1_3_2_7_1_2.jpg,Flch0_azul,1,Flch6_morada,3,Flch1_verde,2,Flch2_naranja,7,Flch3_amarilla,1,Flch4_roja,2,377,198,246,374,223,403,309,222,112,365,363,249
201,201_Cam.001__1_3_2_6_3_1.jpg,Flch0_azul,1,Flch6_morada,3,Flch1_verde,2,Flch2_naranja,6,Flch3_amarilla,3,Flch4_roja,1,225,40,243,348,202,383,183,144,294,290,93,282
202,202_Cam.000__1_5_5_4_1_6.jpg,Flch0_azul,1,Flch6_morada,5,Flch1_verde,5,Flch2_naranja,4,Flch3_amarilla,1,Flch4_roja,6,379,219,260,343,329,234,174,109,149,20,255,124
203,203_Cam.001__4_1_3_2_4_3.jpg,Flch0_azul,4,Flch6_morada,1,Flch1_verde,3,Flch2_naranja,2,Flch3_amarilla,4,Flch4_roja,3,290,157,255,383,263,341,310,91,308,194,158,95
204,204_Cam.000__5_4_4_2_4_3.jpg,Flch0_azul,5,Flch6_morada,4,Flch1_verde,4,Flch2_naranja,2,Flch3_amarilla,4,Flch4_roja,3,237,94,265,90,183,325,82,177,290,341,296,92
205,205_Cam.000__2_8_2_6_2_8.jpg,Flch0_azul,2,Flch6_morada,8,Flch1_verde,2,Flch2_naranja,6,Flch3_amarilla,2,Flch4_roja,8,94,301,235,162,314,92,312,221,273,54,251,265
206,206_Cam.002__1_4_8_1_5_10.jpg,Flch0_azul,1,Flch6_morada,4,Flch1_verde,8,Flch2_naranja,1,Flch3_amarilla,5,Flch4_roja,10,119,70,108,162,248,287,16,227,317,206,220,242
207,207_Cam.000__2_1_4_2_4_3.jpg,Flch0_azul,2,Flch6_morada,1,Flch1_verde,4,Flch2_naranja,2,Flch3_amarilla,4,Flch4_roja,3,268,41,66,121,126,235,168,51,335,203,342,291
208,208_Cam.000__7_4_6_2_8_3.jpg,Flch0_azul,7,Flch6_morada,4,Flch1_verde,6,Flch2_naranja,2,Flch3_amarilla,8,Flch4_roja,3,277,283,333,189,268,136,86,272,216,188,263,73
209,209_Cam.002__2_9_2_2_5_8.jpg,Flch0_azul,2,Flch6_morada,9,Flch1_verde,2,Flch2_naranja,2,Flch3_amarilla,5,Flch4_roja,8,396,186,240,276,126,343,51,248,135,176,198,282
210,210_Cam.003__1_8_6_2_3_1.jpg,Flch0_azul,1,Flch6_morada,8,Flch1_verde,6,Flch2_naranja,2,Flch3_amarilla,3,Flch4_roja,1,246,15,200,259,228,310,217,24,119,353,29,296
211,211_Cam.000__5_4_1_8_6_4.jpg,Flch0_azul,5,Flch6_morada,4,Flch1_verde,1,Flch2_naranja,8,Flch3_amarilla,6,Flch4_roja,4,265,340,229,78,260,433,215,257,313,180,138,204
212,212_Cam.002__5_2_1_3_8_9.jpg,Flch0_azul,5,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,3,Flch3_amarilla,8,Flch4_roja,9,318,196,319,344,427,245,358,284,211,288,206,220
213,213_Cam.002__3_2_8_8_5_1.jpg,Flch0_azul,3,Flch6_morada,2,Flch1_verde,8,Flch2_naranja,8,Flch3_amarilla,5,Flch4_roja,1,145,129,76,136,255,291,278,231,114,210,226,69
214,214_Cam.003__3_9_6_3_3_7.jpg,Flch0_azul,3,Flch6_morada,9,Flch1_verde,6,Flch2_naranja,3,Flch3_amarilla,3,Flch4_roja,7,61,284,198,254,306,273,374,293,378,216,288,247
215,215_Cam.002__2_2_5_2_4_3.jpg,Flch0_azul,2,Flch6_morada,2,Flch1_verde,5,Flch2_naranja,2,Flch3_amarilla,4,Flch4_roja,3,139,353,61,151,233,141,187,80,239,349,269,358
216,216_Cam.000__4_4_2_2_7_1.jpg,Flch0_azul,4,Flch6_morada,4,Flch1_verde,2,Flch2_naranja,2,Flch3_amarilla,7,Flch4_roja,1,126,204,123,226,355,312,169,55,246,305,243,430
217,217_Cam.002__4_5_2_4_6_1.jpg,Flch0_azul,4,Flch6_morada,5,Flch1_verde,2,Flch2_naranja,4,Flch3_amarilla,6,Flch4_roja,1,270,346,313,299,68,144,95,208,298,273,245,64
218,218_Cam.001__3_3_1_1_8_1.jpg,Flch0_azul,3,Flch6_morada,3,Flch1_verde,1,Flch2_naranja,1,Flch3_amarilla,8,Flch4_roja,1,109,211,311,152,303,352,369,193,196,167,204,32
219,219_Cam.003__7_1_6_6_1_7.jpg,Flch0_azul,7,Flch6_morada,1,Flch1_verde,6,Flch2_naranja,6,Flch3_amarilla,1,Flch4_roja,7,274,165,30,171,220,323,299,279,286,418,258,150
220,220_Cam.001__3_5_5_4_4_5.jpg,Flch0_azul,3,Flch6_morada,5,Flch1_verde,5,Flch2_naranja,4,Flch3_amarilla,4,Flch4_roja,5,112,179,130,208,229,320,209,83,302,184,133,229
221,221_Cam.001__4_6_1_5_6_4.jpg,Flch0_azul,4,Flch6_morada,6,Flch1_verde,1,Flch2_naranja,5,Flch3_amarilla,6,Flch4_roja,4,122,245,140,243,371,249,214,317,183,298,308,256
222,222_Cam.003__5_4_4_5_1_4.jpg,Flch0_azul,5,Flch6_morada,4,Flch1_verde,4,Flch2_naranja,5,Flch3_amarilla,1,Flch4_roja,4,165,119,354,191,282,90,271,114,99,376,329,126
223,223_Cam.001__1_5_5_7_9_3.jpg,Flch0_azul,1,Flch6_morada,5,Flch1_verde,5,Flch2_naranja,7,Flch3_amarilla,9,Flch4_roja,3,111,132,159,135,298,210,237,168,197,235,232,350
224,224_Cam.003__1_6_4_2_3_9.jpg,Flch0_azul,1,Flch6_morada,6,Flch1_verde,4,Flch2_naranja,2,Flch3_amarilla,3,Flch4_roja,9,15,267,187,323,113,133,247,37,372,277,190,194
225,225_Cam.002__1_3_5_4_2_8.jpg,Flch0_azul,1,Flch6_morada,3,Flch1_verde,5,Flch2_naranja,4,Flch3_amarilla,2,Flch4_roja,8,389,151,75,267,126,183,309,328,64,276,169,254
226,226_Cam.003__3_7_5_5_6_8.jpg,Flch0_azul,3,Flch6_morada,7,Flch1_verde,5,Flch2_naranja,5,Flch3_amarilla,6,Flch4_roja,8,115,353,264,286,342,170,104,159,301,173,271,260
227,227_Cam.002__1_8_2_2_1_8.jpg,Flch0_azul,1,Flch6_morada,8,Flch1_verde,2,Flch2_naranja,2,Flch3_amarilla,1,Flch4_roja,8,409,154,160,240,135,354,393,203,256,55,248,278
228,228_Cam.000__4_1_8_1_2_1.jpg,Flch0_azul,4,Flch6_morada,1,Flch1_verde,8,Flch2_naranja,1,Flch3_amarilla,2,Flch4_roja,1,141,135,348,120,276,247,356,332,279,55,256,28
229,229_Cam.001__2_5_7_5_3_4.jpg,Flch0_azul,2,Flch6_morada,5,Flch1_verde,7,Flch2_naranja,5,Flch3_amarilla,3,Flch4_roja,4,135,332,132,188,255,222,151,150,186,358,266,303
230,230_Cam.003__5_7_1_6_5_1.jpg,Flch0_azul,5,Flch6_morada,7,Flch1_verde,1,Flch2_naranja,6,Flch3_amarilla,5,Flch4_roja,1,335,225,231,133,424,161,225,116,111,247,8,205
231,231_Cam.000__6_10_1_1_2_1.jpg,Flch0_azul,6,Flch6_morada,10,Flch1_verde,1,Flch2_naranja,1,Flch3_amarilla,2,Flch4_roja,1,182,164,250,218,320,380,243,421,255,44,217,14
232,232_Cam.002__4_1_8_2_1_4.jpg,Flch0_azul,4,Flch6_morada,1,Flch1_verde,8,Flch2_naranja,2,Flch3_amarilla,1,Flch4_roja,4,352,221,422,236,196,217,378,169,390,322,353,219
233,233_Cam.001__4_1_3_1_2_5.jpg,Flch0_azul,4,Flch6_morada,1,Flch1_verde,3,Flch2_naranja,1,Flch3_amarilla,2,Flch4_roja,5,190,331,273,377,326,247,233,399,96,234,228,302
234,234_Cam.001__4_3_8_2_3_2.jpg,Flch0_azul,4,Flch6_morada,3,Flch1_verde,8,Flch2_naranja,2,Flch3_amarilla,3,Flch4_roja,2,224,90,179,355,216,174,99,247,208,75,328,117
235,235_Cam.002__3_1_5_3_9_3.jpg,Flch0_azul,3,Flch6_morada,1,Flch1_verde,5,Flch2_naranja,3,Flch3_amarilla,9,Flch4_roja,3,325,129,154,76,241,328,214,104,184,242,105,321
236,236_Cam.001__3_2_1_2_2_3.jpg,Flch0_azul,3,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,2,Flch3_amarilla,2,Flch4_roja,3,248,81,114,143,147,70,341,227,319,311,147,329
237,237_Cam.003__4_3_5_7_5_2.jpg,Flch0_azul,4,Flch6_morada,3,Flch1_verde,5,Flch2_naranja,7,Flch3_amarilla,5,Flch4_roja,2,186,70,352,106,144,140,263,273,314,138,403,181
238,238_Cam.001__3_1_3_1_6_5.jpg,Flch0_azul,3,Flch6_morada,1,Flch1_verde,3,Flch2_naranja,1,Flch3_amarilla,6,Flch4_roja,5,314,244,120,345,259,342,98,145,277,183,229,311
239,239_Cam.000__2_5_2_3_2_5.jpg,Flch0_azul,2,Flch6_morada,5,Flch1_verde,2,Flch2_naranja,3,Flch3_amarilla,2,Flch4_roja,5,93,125,161,238,280,397,267,61,361,238,323,285
240,240_Cam.003__2_2_1_1_4_5.jpg,Flch0_azul,2,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,1,Flch3_amarilla,4,Flch4_roja,5,236,26,40,227,91,376,229,12,287,344,243,89
241,241_Cam.001__8_5_3_5_1_1.jpg,Flch0_azul,8,Flch6_morada,5,Flch1_verde,3,Flch2_naranja,5,Flch3_amarilla,1,Flch4_roja,1,172,226,184,120,114,177,129,189,85,242,94,294
242,242_Cam.003__1_6_2_1_3_3.jpg,Flch0_azul,1,Flch6_morada,6,Flch1_verde,2,Flch2_naranja,1,Flch3_amarilla,3,Flch4_roja,3,370,68,313,209,99,358,70,72,149,72,286,56
243,243_Cam.001__5_5_4_2_3_7.jpg,Flch0_azul,5,Flch6_morada,5,Flch1_verde,4,Flch2_naranja,2,Flch3_amarilla,3,Flch4_roja,7,224,103,160,144,157,318,243,55,327,253,160,215
244,244_Cam.000__2_5_5_7_3_2.jpg,Flch0_azul,2,Flch6_morada,5,Flch1_verde,5,Flch2_naranja,7,Flch3_amarilla,3,Flch4_roja,2,357,197,331,201,319,178,220,296,116,132,311,93
