id,filename,f1,f1p,f2,f2p,f3,f3p,f4,f4p,f5,f5p,f6,f6p,f1px,f1py,f2px,f2py,f3px,f3py,f4px,f4py,f5px,f5py,f6px,f6py
1153,1153_Cam.000__2_1_7_4_7_4.jpg,Flch0_azul,2,Flch6_morada,1,Flch1_verde,7,Flch2_naranja,4,Flch3_amarilla,7,Flch4_roja,4,99,294,63,241,303,203,137,135,300,232,272,98
1154,1154_Cam.002__2_7_2_7_3_6.jpg,Flch0_azul,2,Flch6_morada,7,Flch1_verde,2,Flch2_naranja,7,Flch3_amarilla,3,Flch4_roja,6,115,344,275,292,391,238,183,297,310,134,238,313
1155,1155_Cam.002__5_2_6_2_2_2.jpg,Flch0_azul,5,Flch6_morada,2,Flch1_verde,6,Flch2_naranja,2,Flch3_amarilla,2,Flch4_roja,2,179,155,76,309,283,299,369,305,101,125,400,211
1156,1156_Cam.003__4_9_3_6_6_3.jpg,Flch0_azul,4,Flch6_morada,9,Flch1_verde,3,Flch2_naranja,6,Flch3_amarilla,6,Flch4_roja,3,336,301,187,210,65,293,186,320,224,123,325,104
1157,1157_Cam.003__3_4_3_2_2_1.jpg,Flch0_azul,3,Flch6_morada,4,Flch1_verde,3,Flch2_naranja,2,Flch3_amarilla,2,Flch4_roja,1,327,80,193,352,197,373,136,380,169,34,220,437
1158,1158_Cam.000__5_3_2_2_1_1.jpg,Flch0_azul,5,Flch6_morada,3,Flch1_verde,2,Flch2_naranja,2,Flch3_amarilla,1,Flch4_roja,1,319,180,128,295,173,375,75,193,52,158,94,80
1159,1159_Cam.002__7_7_1_1_2_3.jpg,Flch0_azul,7,Flch6_morada,7,Flch1_verde,1,Flch2_naranja,1,Flch3_amarilla,2,Flch4_roja,3,242,305,180,291,35,176,305,370,381,144,67,272
1160,1160_Cam.001__7_3_2_5_3_1.jpg,Flch0_azul,7,Flch6_morada,3,Flch1_verde,2,Flch2_naranja,5,Flch3_amarilla,3,Flch4_roja,1,257,198,121,275,340,139,149,289,208,69,266,372
1161,1161_Cam.002__2_3_4_7_3_4.jpg,Flch0_azul,2,Flch6_morada,3,Flch1_verde,4,Flch2_naranja,7,Flch3_amarilla,3,Flch4_roja,4,177,84,281,117,342,208,276,206,253,353,99,271
1162,1162_Cam.002__2_1_1_1_2_2.jpg,Flch0_azul,2,Flch6_morada,1,Flch1_verde,1,Flch2_naranja,1,Flch3_amarilla,2,Flch4_roja,2,399,187,25,206,152,369,241,389,80,149,88,123
1163,1163_Cam.001__3_3_7_7_3_6.jpg,Flch0_azul,3,Flch6_morada,3,Flch1_verde,7,Flch2_naranja,7,Flch3_amarilla,3,Flch4_roja,6,185,357,118,160,234,158,200,275,117,167,260,152
1164,1164_Cam.002__3_2_1_6_2_1.jpg,Flch0_azul,3,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,6,Flch3_amarilla,2,Flch4_roja,1,67,255,123,352,167,54,295,300,366,143,52,297
1165,1165_Cam.002__3_7_6_8_3_6.jpg,Flch0_azul,3,Flch6_morada,7,Flch1_verde,6,Flch2_naranja,8,Flch3_amarilla,3,Flch4_roja,6,327,127,158,265,291,297,239,286,148,341,296,213
1166,1166_Cam.001__4_3_6_7_3_6.jpg,Flch0_azul,4,Flch6_morada,3,Flch1_verde,6,Flch2_naranja,7,Flch3_amarilla,3,Flch4_roja,6,304,219,155,107,249,264,161,195,211,362,160,265
1167,1167_Cam.001__1_6_7_5_3_5.jpg,Flch0_azul,1,Flch6_morada,6,Flch1_verde,7,Flch2_naranja,5,Flch3_amarilla,3,Flch4_roja,5,89,262,192,139,166,260,136,194,325,157,227,102
1168,1168_Cam.002__2_2_9_6_2_1.jpg,Flch0_azul,2,Flch6_morada,2,Flch1_verde,9,Flch2_naranja,6,Flch3_amarilla,2,Flch4_roja,1,214,78,140,93,206,221,241,315,302,352,161,382
1169,1169_Cam.002__8_3_6_5_4_1.jpg,Flch0_azul,8,Flch6_morada,3,Flch1_verde,6,Flch2_naranja,5,Flch3_amarilla,4,Flch4_roja,1,256,282,77,175,134,234,336,267,324,164,100,345
1170,1170_Cam.001__6_6_7_7_2_1.jpg,Flch0_azul,6,Flch6_morada,6,Flch1_verde,7,Flch2_naranja,7,Flch3_amarilla,2,Flch4_roja,1,162,279,142,203,242,258,194,272,341,206,205,38
1171,1171_Cam.000__6_2_6_1_1_6.jpg,Flch0_azul,6,Flch6_morada,2,Flch1_verde,6,Flch2_naranja,1,Flch3_amarilla,1,Flch4_roja,6,266,312,161,394,316,262,360,315,275,29,318,230
1172,1172_Cam.001__5_2_5_1_5_10.jpg,Flch0_azul,5,Flch6_morada,2,Flch1_verde,5,Flch2_naranja,1,Flch3_amarilla,5,Flch4_roja,10,133,226,321,292,235,309,347,94,232,312,199,210
1173,1173_Cam.001__3_1_1_7_4_1.jpg,Flch0_azul,3,Flch6_morada,1,Flch1_verde,1,Flch2_naranja,7,Flch3_amarilla,4,Flch4_roja,1,243,353,359,149,251,385,261,213,278,131,204,40
1174,1174_Cam.002__3_3_6_1_7_2.jpg,Flch0_azul,3,Flch6_morada,3,Flch1_verde,6,Flch2_naranja,1,Flch3_amarilla,7,Flch4_roja,2,335,327,275,116,154,303,45,296,303,234,208,368
1175,1175_Cam.000__3_8_1_9_5_4.jpg,Flch0_azul,3,Flch6_morada,8,Flch1_verde,1,Flch2_naranja,9,Flch3_amarilla,5,Flch4_roja,4,351,283,205,191,262,434,277,233,316,294,192,91
1176,1176_Cam.003__5_5_5_6_1_8.jpg,Flch0_azul,5,Flch6_morada,5,Flch1_verde,5,Flch2_naranja,6,Flch3_amarilla,1,Flch4_roja,8,126,279,270,340,353,224,312,204,398,125,269,231
1177,1177_Cam.002__2_1_2_3_4_6.jpg,Flch0_azul,2,Flch6_morada,1,Flch1_verde,2,Flch2_naranja,3,Flch3_amarilla,4,Flch4_roja,6,230,76,161,382,395,233,240,353,141,155,311,222
1178,1178_Cam.002__3_3_1_4_5_5.jpg,Flch0_azul,3,Flch6_morada,3,Flch1_verde,1,Flch2_naranja,4,Flch3_amarilla,5,Flch4_roja,5,127,135,156,346,91,100,106,281,183,331,296,178
1179,1179_Cam.001__5_5_8_1_1_2.jpg,Flch0_azul,5,Flch6_morada,5,Flch1_verde,8,Flch2_naranja,1,Flch3_amarilla,1,Flch4_roja,2,188,123,281,264,177,244,131,348,240,386,334,140
1180,1180_Cam.002__6_4_1_6_2_6.jpg,Flch0_azul,6,Flch6_morada,4,Flch1_verde,1,Flch2_naranja,6,Flch3_amarilla,2,Flch4_roja,6,191,314,100,280,77,118,296,301,78,146,252,317
1181,1181_Cam.003__3_1_2_2_3_1.jpg,Flch0_azul,3,Flch6_morada,1,Flch1_verde,2,Flch2_naranja,2,Flch3_amarilla,3,Flch4_roja,1,57,227,55,113,294,55,401,153,359,138,348,400
1182,1182_Cam.002__6_2_3_6_4_5.jpg,Flch0_azul,6,Flch6_morada,2,Flch1_verde,3,Flch2_naranja,6,Flch3_amarilla,4,Flch4_roja,5,138,281,238,368,228,97,132,279,325,157,331,286
1183,1183_Cam.001__5_1_7_9_2_5.jpg,Flch0_azul,5,Flch6_morada,1,Flch1_verde,7,Flch2_naranja,9,Flch3_amarilla,2,Flch4_roja,5,282,263,84,252,158,253,198,239,297,323,282,148
1184,1184_Cam.002__6_2_1_1_2_2.jpg,Flch0_azul,6,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,1,Flch3_amarilla,2,Flch4_roja,2,139,208,368,310,314,89,416,267,154,358,374,159
1185,1185_Cam.001__1_7_1_5_1_5.jpg,Flch0_azul,1,Flch6_morada,7,Flch1_verde,1,Flch2_naranja,5,Flch3_amarilla,1,Flch4_roja,5,193,397,223,274,141,79,182,306,117,109,268,288
1186,1186_Cam.000__1_1_1_1_1_4.jpg,Flch0_azul,1,Flch6_morada,1,Flch1_verde,1,Flch2_naranja,1,Flch3_amarilla,1,Flch4_roja,4,355,132,239,427,175,410,357,342,288,410,315,138
1187,1187_Cam.003__4_8_3_5_3_1.jpg,Flch0_azul,4,Flch6_morada,8,Flch1_verde,3,Flch2_naranja,5,Flch3_amarilla,3,Flch4_roja,1,317,340,183,269,48,227,344,261,253,54,162,422
1188,1188_Cam.002__2_7_3_9_2_7.jpg,Flch0_azul,2,Flch6_morada,7,Flch1_verde,3,Flch2_naranja,9,Flch3_amarilla,2,Flch4_roja,7,138,350,187,294,57,241,207,225,172,95,281,291
1189,1189_Cam.003__2_6_2_3_5_3.jpg,Flch0_azul,2,Flch6_morada,6,Flch1_verde,2,Flch2_naranja,3,Flch3_amarilla,5,Flch4_roja,3,279,406,185,120,404,249,185,388,306,313,90,114
1190,1190_Cam.001__1_6_5_7_1_1.jpg,Flch0_azul,1,Flch6_morada,6,Flch1_verde,5,Flch2_naranja,7,Flch3_amarilla,1,Flch4_roja,1,194,393,156,177,160,300,258,232,88,272,365,216
1191,1191_Cam.002__3_1_7_2_3_9.jpg,Flch0_azul,3,Flch6_morada,1,Flch1_verde,7,Flch2_naranja,2,Flch3_amarilla,3,Flch4_roja,9,338,323,273,377,159,253,51,283,195,359,214,282
1192,1192_Cam.001__4_5_7_4_2_3.jpg,Flch0_azul,4,Flch6_morada,5,Flch1_verde,7,Flch2_naranja,4,Flch3_amarilla,2,Flch4_roja,3,127,164,255,282,193,276,314,211,110,284,106,204
1193,1193_Cam.001__4_3_4_7_3_6.jpg,Flch0_azul,4,Flch6_morada,3,Flch1_verde,4,Flch2_naranja,7,Flch3_amarilla,3,Flch4_roja,6,309,188,112,247,127,185,204,147,129,127,194,129
1194,1194_Cam.001__5_4_6_3_3_7.jpg,Flch0_azul,5,Flch6_morada,4,Flch1_verde,6,Flch2_naranja,3,Flch3_amarilla,3,Flch4_roja,7,181,303,135,152,230,138,282,106,160,105,247,172
1195,1195_Cam.002__5_2_4_1_3_4.jpg,Flch0_azul,5,Flch6_morada,2,Flch1_verde,4,Flch2_naranja,1,Flch3_amarilla,3,Flch4_roja,4,212,330,396,165,351,267,313,361,130,339,225,352
1196,1196_Cam.003__2_3_2_2_6_7.jpg,Flch0_azul,2,Flch6_morada,3,Flch1_verde,2,Flch2_naranja,2,Flch3_amarilla,6,Flch4_roja,7,212,409,256,373,363,88,104,369,133,191,252,152
1197,1197_Cam.002__6_2_7_5_3_2.jpg,Flch0_azul,6,Flch6_morada,2,Flch1_verde,7,Flch2_naranja,5,Flch3_amarilla,3,Flch4_roja,2,215,173,196,368,186,297,283,327,197,354,212,84
1198,1198_Cam.000__1_2_1_1_3_8.jpg,Flch0_azul,1,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,1,Flch3_amarilla,3,Flch4_roja,8,97,343,309,76,351,132,219,441,283,80,284,200
1199,1199_Cam.002__6_1_3_9_2_1.jpg,Flch0_azul,6,Flch6_morada,1,Flch1_verde,3,Flch2_naranja,9,Flch3_amarilla,2,Flch4_roja,1,281,188,340,84,58,244,242,229,95,319,237,387
1200,1200_Cam.001__5_2_3_2_2_2.jpg,Flch0_azul,5,Flch6_morada,2,Flch1_verde,3,Flch2_naranja,2,Flch3_amarilla,2,Flch4_roja,2,145,285,163,368,141,316,133,343,186,368,200,383
1201,1201_Cam.002__1_9_2_5_3_1.jpg,Flch0_azul,1,Flch6_morada,9,Flch1_verde,2,Flch2_naranja,5,Flch3_amarilla,3,Flch4_roja,1,287,81,253,270,175,364,260,159,223,108,279,64
1202,1202_Cam.000__4_3_3_1_4_1.jpg,Flch0_azul,4,Flch6_morada,3,Flch1_verde,3,Flch2_naranja,1,Flch3_amarilla,4,Flch4_roja,1,302,111,212,59,212,49,160,11,280,359,298,50
1203,1203_Cam.003__2_8_3_2_9_4.jpg,Flch0_azul,2,Flch6_morada,8,Flch1_verde,3,Flch2_naranja,2,Flch3_amarilla,9,Flch4_roja,4,46,271,268,198,234,48,178,29,252,220,82,168
1204,1204_Cam.000__10_5_1_1_9_1.jpg,Flch0_azul,10,Flch6_morada,5,Flch1_verde,1,Flch2_naranja,1,Flch3_amarilla,9,Flch4_roja,1,238,209,325,263,128,58,189,27,225,230,90,348
1205,1205_Cam.001__2_2_10_3_3_3.jpg,Flch0_azul,2,Flch6_morada,2,Flch1_verde,10,Flch2_naranja,3,Flch3_amarilla,3,Flch4_roja,3,181,366,243,380,192,210,231,63,192,355,133,308
1206,1206_Cam.001__1_8_3_1_6_4.jpg,Flch0_azul,1,Flch6_morada,8,Flch1_verde,3,Flch2_naranja,1,Flch3_amarilla,6,Flch4_roja,4,127,346,237,216,266,332,277,367,238,132,246,106
1207,1207_Cam.002__2_3_3_5_4_1.jpg,Flch0_azul,2,Flch6_morada,3,Flch1_verde,3,Flch2_naranja,5,Flch3_amarilla,4,Flch4_roja,1,179,373,69,252,116,319,108,278,350,267,383,328
1208,1208_Cam.001__9_1_1_2_5_2.jpg,Flch0_azul,9,Flch6_morada,1,Flch1_verde,1,Flch2_naranja,2,Flch3_amarilla,5,Flch4_roja,2,188,209,149,65,91,268,209,52,265,280,108,155
1209,1209_Cam.003__3_6_6_1_4_2.jpg,Flch0_azul,3,Flch6_morada,6,Flch1_verde,6,Flch2_naranja,1,Flch3_amarilla,4,Flch4_roja,2,226,61,291,145,290,288,302,32,165,88,135,44
1210,1210_Cam.000__7_6_1_3_3_7.jpg,Flch0_azul,7,Flch6_morada,6,Flch1_verde,1,Flch2_naranja,3,Flch3_amarilla,3,Flch4_roja,7,247,151,299,293,377,225,145,87,113,161,195,201
1211,1211_Cam.001__3_3_7_1_1_6.jpg,Flch0_azul,3,Flch6_morada,3,Flch1_verde,7,Flch2_naranja,1,Flch3_amarilla,1,Flch4_roja,6,211,348,134,321,231,144,289,367,154,364,263,244
1212,1212_Cam.002__1_3_1_5_7_2.jpg,Flch0_azul,1,Flch6_morada,3,Flch1_verde,1,Flch2_naranja,5,Flch3_amarilla,7,Flch4_roja,2,289,72,373,254,64,119,245,159,219,180,343,328
1213,1213_Cam.003__5_8_5_1_6_1.jpg,Flch0_azul,5,Flch6_morada,8,Flch1_verde,5,Flch2_naranja,1,Flch3_amarilla,6,Flch4_roja,1,139,318,264,255,142,117,53,355,114,217,105,57
1214,1214_Cam.000__1_6_6_3_4_6.jpg,Flch0_azul,1,Flch6_morada,6,Flch1_verde,6,Flch2_naranja,3,Flch3_amarilla,4,Flch4_roja,6,209,8,199,286,270,124,291,76,131,150,213,294
1215,1215_Cam.003__1_6_5_7_8_10.jpg,Flch0_azul,1,Flch6_morada,6,Flch1_verde,5,Flch2_naranja,7,Flch3_amarilla,8,Flch4_roja,10,326,407,305,274,274,336,268,279,177,172,241,221
1216,1216_Cam.003__4_7_2_2_8_5.jpg,Flch0_azul,4,Flch6_morada,7,Flch1_verde,2,Flch2_naranja,2,Flch3_amarilla,8,Flch4_roja,5,178,361,253,286,361,344,389,151,179,199,204,329
1217,1217_Cam.002__9_7_7_4_2_4.jpg,Flch0_azul,9,Flch6_morada,7,Flch1_verde,7,Flch2_naranja,4,Flch3_amarilla,2,Flch4_roja,4,200,277,293,244,187,293,237,135,313,94,278,333
1218,1218_Cam.002__1_2_2_3_2_1.jpg,Flch0_azul,1,Flch6_morada,2,Flch1_verde,2,Flch2_naranja,3,Flch3_amarilla,2,Flch4_roja,1,53,297,63,164,35,243,375,269,380,292,78,121
1219,1219_Cam.000__3_5_4_2_5_1.jpg,Flch0_azul,3,Flch6_morada,5,Flch1_verde,4,Flch2_naranja,2,Flch3_amarilla,5,Flch4_roja,1,346,288,189,130,122,192,210,395,333,199,258,422
1220,1220_Cam.003__3_2_1_3_2_6.jpg,Flch0_azul,3,Flch6_morada,2,Flch1_verde,1,Flch2_naranja,3,Flch3_amarilla,2,Flch4_roja,6,384,240,337,357,99,399,64,147,92,365,327,201
1221,1221_Cam.002__2_2_4_2_4_4.jpg,Flch0_azul,2,Flch6_morada,2,Flch1_verde,4,Flch2_naranja,2,Flch3_amarilla,4,Flch4_roja,4,400,249,338,337,114,312,110,337,360,205,206,138
1222,1222_Cam.001__6_1_7_7_3_7.jpg,Flch0_azul,6,Flch6_morada,1,Flch1_verde,7,Flch2_naranja,7,Flch3_amarilla,3,Flch4_roja,7,141,249,265,41,260,224,184,283,259,346,232,258
1223,1223_Cam.000__5_1_4_1_2_2.jpg,Flch0_azul,5,Flch6_morada,1,Flch1_verde,4,Flch2_naranja,1,Flch3_amarilla,2,Flch4_roja,2,299,129,104,61,340,189,371,258,309,386,110,331
1224,1224_Cam.001__4_2_9_1_7_4.jpg,Flch0_azul,4,Flch6_morada,2,Flch1_verde,9,Flch2_naranja,1,Flch3_amarilla,7,Flch4_roja,4,299,153,248,53,186,193,143,374,234,163,287,148
1225,1225_Cam.000__4_2_4_4_1_1.jpg,Flch0_azul,4,Flch6_morada,2,Flch1_verde,4,Flch2_naranja,4,Flch3_amarilla,1,Flch4_roja,1,124,203,313,379,331,293,166,92,367,303,311,68
1226,1226_Cam.001__2_6_8_8_5_2.jpg,Flch0_azul,2,Flch6_morada,6,Flch1_verde,8,Flch2_naranja,8,Flch3_amarilla,5,Flch4_roja,2,260,60,253,153,201,251,181,185,169,310,103,171
1227,1227_Cam.002__3_1_6_3_7_5.jpg,Flch0_azul,3,Flch6_morada,1,Flch1_verde,6,Flch2_naranja,3,Flch3_amarilla,7,Flch4_roja,5,73,205,361,335,150,301,70,202,278,274,211,143
1228,1228_Cam.001__3_9_6_4_7_5.jpg,Flch0_azul,3,Flch6_morada,9,Flch1_verde,6,Flch2_naranja,4,Flch3_amarilla,7,Flch4_roja,5,147,331,206,178,262,167,163,119,195,148,132,177
1229,1229_Cam.001__3_1_5_2_1_8.jpg,Flch0_azul,3,Flch6_morada,1,Flch1_verde,5,Flch2_naranja,2,Flch3_amarilla,1,Flch4_roja,8,186,82,358,182,127,195,139,345,88,225,172,234
1230,1230_Cam.000__1_1_7_7_2_4.jpg,Flch0_azul,1,Flch6_morada,1,Flch1_verde,7,Flch2_naranja,7,Flch3_amarilla,2,Flch4_roja,4,306,394,311,66,298,206,253,147,102,96,137,270
1231,1231_Cam.000__1_5_3_3_3_1.jpg,Flch0_azul,1,Flch6_morada,5,Flch1_verde,3,Flch2_naranja,3,Flch3_amarilla,3,Flch4_roja,1,290,54,330,190,145,341,279,81,124,147,377,276
1232,1232_Cam.003__9_1_3_5_1_1.jpg,Flch0_azul,9,Flch6_morada,1,Flch1_verde,3,Flch2_naranja,5,Flch3_amarilla,1,Flch4_roja,1,242,226,161,10,69,249,346,213,124,417,353,64
1233,1233_Cam.000__5_1_2_7_2_5.jpg,Flch0_azul,5,Flch6_morada,1,Flch1_verde,2,Flch2_naranja,7,Flch3_amarilla,2,Flch4_roja,5,256,106,78,295,81,240,195,221,232,404,276,334
1234,1234_Cam.002__2_7_3_8_6_4.jpg,Flch0_azul,2,Flch6_morada,7,Flch1_verde,3,Flch2_naranja,8,Flch3_amarilla,6,Flch4_roja,4,146,357,185,299,155,341,243,291,310,286,195,133
1235,1235_Cam.001__5_7_8_5_7_5.jpg,Flch0_azul,5,Flch6_morada,7,Flch1_verde,8,Flch2_naranja,5,Flch3_amarilla,7,Flch4_roja,5,190,313,160,193,222,241,258,129,159,210,203,308
1236,1236_Cam.002__1_3_1_4_7_7.jpg,Flch0_azul,1,Flch6_morada,3,Flch1_verde,1,Flch2_naranja,4,Flch3_amarilla,7,Flch4_roja,7,108,358,127,133,375,324,153,132,240,189,173,285
1237,1237_Cam.000__3_4_2_5_5_5.jpg,Flch0_azul,3,Flch6_morada,4,Flch1_verde,2,Flch2_naranja,5,Flch3_amarilla,5,Flch4_roja,5,218,66,276,343,205,410,149,177,308,149,158,222
1238,1238_Cam.000__2_2_3_7_4_2.jpg,Flch0_azul,2,Flch6_morada,2,Flch1_verde,3,Flch2_naranja,7,Flch3_amarilla,4,Flch4_roja,2,323,88,104,303,280,373,223,297,310,121,273,397
1239,1239_Cam.003__1_2_2_9_2_7.jpg,Flch0_azul,1,Flch6_morada,2,Flch1_verde,2,Flch2_naranja,9,Flch3_amarilla,2,Flch4_roja,7,356,72,99,352,86,348,188,243,375,131,210,146
1240,1240_Cam.000__2_7_1_6_5_4.jpg,Flch0_azul,2,Flch6_morada,7,Flch1_verde,1,Flch2_naranja,6,Flch3_amarilla,5,Flch4_roja,4,301,77,259,140,204,8,295,294,304,297,140,255
1241,1241_Cam.003__3_5_1_3_3_3.jpg,Flch0_azul,3,Flch6_morada,5,Flch1_verde,1,Flch2_naranja,3,Flch3_amarilla,3,Flch4_roja,3,177,381,206,336,78,382,74,171,252,61,386,180
1242,1242_Cam.000__3_3_6_8_4_2.jpg,Flch0_azul,3,Flch6_morada,3,Flch1_verde,6,Flch2_naranja,8,Flch3_amarilla,4,Flch4_roja,2,172,62,285,363,193,138,216,185,264,353,333,124
1243,1243_Cam.002__6_1_3_2_4_3.jpg,Flch0_azul,6,Flch6_morada,1,Flch1_verde,3,Flch2_naranja,2,Flch3_amarilla,4,Flch4_roja,3,120,239,427,191,302,117,321,345,149,141,73,271
1244,1244_Cam.002__2_5_5_8_1_6.jpg,Flch0_azul,2,Flch6_morada,5,Flch1_verde,5,Flch2_naranja,8,Flch3_amarilla,1,Flch4_roja,6,390,201,295,304,319,208,278,268,146,377,243,164
1245,1245_Cam.003__6_2_4_1_1_2.jpg,Flch0_azul,6,Flch6_morada,2,Flch1_verde,4,Flch2_naranja,1,Flch3_amarilla,1,Flch4_roja,2,311,272,378,127,75,208,419,283,407,142,370,109
1246,1246_Cam.000__5_6_8_5_1_5.jpg,Flch0_azul,5,Flch6_morada,6,Flch1_verde,8,Flch2_naranja,5,Flch3_amarilla,1,Flch4_roja,5,272,116,165,206,228,275,148,210,93,105,176,309
1247,1247_Cam.000__1_3_7_5_2_4.jpg,Flch0_azul,1,Flch6_morada,3,Flch1_verde,7,Flch2_naranja,5,Flch3_amarilla,2,Flch4_roja,4,214,11,352,282,287,265,225,324,220,403,337,224
1248,1248_Cam.001__4_3_9_2_1_3.jpg,Flch0_azul,4,Flch6_morada,3,Flch1_verde,9,Flch2_naranja,2,Flch3_amarilla,1,Flch4_roja,3,277,106,322,239,216,181,329,296,137,74,109,184
1249,1249_Cam.003__5_2_10_2_6_2.jpg,Flch0_azul,5,Flch6_morada,2,Flch1_verde,10,Flch2_naranja,2,Flch3_amarilla,6,Flch4_roja,2,124,292,118,59,219,226,201,404,168,131,124,57
1250,1250_Cam.000__5_5_4_8_3_2.jpg,Flch0_azul,5,Flch6_morada,5,Flch1_verde,4,Flch2_naranja,8,Flch3_amarilla,3,Flch4_roja,2,297,307,309,288,287,354,215,229,204,54,197,49
1251,1251_Cam.000__4_6_7_1_6_2.jpg,Flch0_azul,4,Flch6_morada,6,Flch1_verde,7,Flch2_naranja,1,Flch3_amarilla,6,Flch4_roja,2,288,351,305,182,248,305,60,147,318,255,344,134
1252,1252_Cam.003__4_4_6_3_2_1.jpg,Flch0_azul,4,Flch6_morada,4,Flch1_verde,6,Flch2_naranja,3,Flch3_amarilla,2,Flch4_roja,1,291,82,195,86,285,136,312,79,417,195,407,140
1253,1253_Cam.003__9_5_6_2_7_1.jpg,Flch0_azul,9,Flch6_morada,5,Flch1_verde,6,Flch2_naranja,2,Flch3_amarilla,7,Flch4_roja,1,185,212,328,143,217,128,404,208,283,172,214,6
1254,1254_Cam.003__6_1_3_3_8_7.jpg,Flch0_azul,6,Flch6_morada,1,Flch1_verde,3,Flch2_naranja,3,Flch3_amarilla,8,Flch4_roja,7,327,228,26,171,179,67,386,203,171,198,225,137
1255,1255_Cam.001__2_4_4_4_5_6.jpg,Flch0_azul,2,Flch6_morada,4,Flch1_verde,4,Flch2_naranja,4,Flch3_amarilla,5,Flch4_roja,6,250,50,301,160,228,337,119,192,277,164,152,171
1256,1256_Cam.003__3_3_1_6_3_3.jpg,Flch0_azul,3,Flch6_morada,3,Flch1_verde,1,Flch2_naranja,6,Flch3_amarilla,3,Flch4_roja,3,317,73,329,90,373,77,125,187,88,122,142,70
1257,1257_Cam.001__1_5_2_9_3_4.jpg,Flch0_azul,1,Flch6_morada,5,Flch1_verde,2,Flch2_naranja,9,Flch3_amarilla,3,Flch4_roja,4,250,35,223,304,121,135,183,223,318,150,308,196
1258,1258_Cam.002__2_6_1_7_1_2.jpg,Flch0_azul,2,Flch6_morada,6,Flch1_verde,1,Flch2_naranja,7,Flch3_amarilla,1,Flch4_roja,2,379,285,136,195,59,138,284,222,204,379,319,103
1259,1259_Cam.001__1_2_8_2_4_4.jpg,Flch0_azul,1,Flch6_morada,2,Flch1_verde,8,Flch2_naranja,2,Flch3_amarilla,4,Flch4_roja,4,246,35,330,141,230,194,334,161,140,153,300,233
1260,1260_Cam.000__4_3_1_4_8_3.jpg,Flch0_azul,4,Flch6_morada,3,Flch1_verde,1,Flch2_naranja,4,Flch3_amarilla,8,Flch4_roja,3,193,98,122,281,350,129,152,278,238,166,110,240
1261,1261_Cam.003__1_1_3_3_8_2.jpg,Flch0_azul,1,Flch6_morada,1,Flch1_verde,3,Flch2_naranja,3,Flch3_amarilla,8,Flch4_roja,2,53,105,7,241,188,379,73,282,189,180,320,63
1262,1262_Cam.002__2_5_7_1_10_6.jpg,Flch0_azul,2,Flch6_morada,5,Flch1_verde,7,Flch2_naranja,1,Flch3_amarilla,10,Flch4_roja,6,348,338,189,323,164,280,147,378,235,257,268,313
1263,1263_Cam.001__7_1_1_7_8_2.jpg,Flch0_azul,7,Flch6_morada,1,Flch1_verde,1,Flch2_naranja,7,Flch3_amarilla,8,Flch4_roja,2,248,187,167,385,354,260,207,279,219,174,315,321
1264,1264_Cam.000__5_5_3_7_3_5.jpg,Flch0_azul,5,Flch6_morada,5,Flch1_verde,3,Flch2_naranja,7,Flch3_amarilla,3,Flch4_roja,5,236,107,199,101,259,380,269,157,124,266,169,275
1265,1265_Cam.002__8_1_3_3_8_9.jpg,Flch0_azul,8,Flch6_morada,1,Flch1_verde,3,Flch2_naranja,3,Flch3_amarilla,8,Flch4_roja,9,169,264,288,375,183,109,77,202,245,212,261,248
1266,1266_Cam.002__2_10_8_8_2_1.jpg,Flch0_azul,2,Flch6_morada,10,Flch1_verde,8,Flch2_naranja,8,Flch3_amarilla,2,Flch4_roja,1,346,133,206,258,258,223,191,226,303,362,419,271
1267,1267_Cam.000__4_9_2_2_1_1.jpg,Flch0_azul,4,Flch6_morada,9,Flch1_verde,2,Flch2_naranja,2,Flch3_amarilla,1,Flch4_roja,1,346,230,269,189,107,86,365,282,377,226,243,420
1268,1268_Cam.000__1_3_1_2_9_5.jpg,Flch0_azul,1,Flch6_morada,3,Flch1_verde,1,Flch2_naranja,2,Flch3_amarilla,9,Flch4_roja,5,74,268,322,121,87,314,255,404,239,241,233,342
1269,1269_Cam.000__1_2_7_1_1_1.jpg,Flch0_azul,1,Flch6_morada,2,Flch1_verde,7,Flch2_naranja,1,Flch3_amarilla,1,Flch4_roja,1,366,164,323,104,298,245,64,243,360,137,88,67
1270,1270_Cam.000__5_8_2_1_2_1.jpg,Flch0_azul,5,Flch6_morada,8,Flch1_verde,2,Flch2_naranja,1,Flch3_amarilla,2,Flch4_roja,1,303,302,267,181,366,266,79,334,87,179,176,421
1271,1271_Cam.003__4_4_1_7_6_2.jpg,Flch0_azul,4,Flch6_morada,4,Flch1_verde,1,Flch2_naranja,7,Flch3_amarilla,6,Flch4_roja,2,106,121,343,146,332,396,154,242,192,114,127,69
1272,1272_Cam.003__3_2_5_7_3_4.jpg,Flch0_azul,3,Flch6_morada,2,Flch1_verde,5,Flch2_naranja,7,Flch3_amarilla,3,Flch4_roja,4,121,80,182,407,167,114,146,201,388,194,354,226
